,Prediction Date,Best Predicted High,Best Predicted Low,Mean Predicted High,Mean Predicted Low,Actual High,Actual Low,dnn_lstm_low,cnn_lstm_low,gru_lstm_low,dnn_lstm_high,cnn_lstm_high,gnn_lstm_high
13,2023-10-13,257.7014560166687,262.1178959978365,260.57072237657275,264.77327484913513,259.6000061035156,250.22000122070312,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
14,2023-10-16,250.34559698329537,254.3013488713433,253.51331758893738,257.6737093868231,255.3999938964844,248.47999572753903,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
15,2023-10-17,252.03905132456515,256.33250706058726,253.48030607867486,257.5491499437151,257.17999267578125,247.0800018310547,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
16,2023-10-18,250.5571420644576,254.46281399964892,252.38623669440412,256.36602812378936,254.6300048828125,242.0800018310547,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
17,2023-10-19,246.40286392262354,250.17560566866177,248.7694246444552,252.70790442198617,230.6100006103516,216.77999877929688,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
18,2023-10-20,217.55553123999817,220.99955233115796,221.52177546605495,225.15841192253455,218.8600006103516,210.4199981689453,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
19,2023-10-23,208.56627817682013,212.10323048301626,212.78117712717986,216.36821242099174,216.97999572753903,202.509994506836,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
20,2023-10-24,213.05733515316723,216.24739306785588,209.41553681877835,212.65718579409125,222.0500030517578,214.1100006103516,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
21,2023-10-25,214.18286464322892,217.39159016022344,215.28637414704835,218.73203116301897,220.1000061035156,212.1999969482422,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
22,2023-10-26,212.93527768366073,216.28382912592627,216.6625269266625,219.98240453234283,214.8000030517578,204.8800048828125,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
23,2023-10-27,201.49395758273556,204.64648308232555,200.61415104796762,203.8469060915721,212.41000366210932,205.7700042724609,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
24,2023-10-30,200.93836206085297,203.83798947458885,200.85141876859078,203.8790005590412,210.8800048828125,194.6699981689453,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
25,2023-10-31,196.61190452181683,199.6173221506991,200.1889240909751,203.37134268840592,202.8000030517578,194.07000732421875,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
26,2023-11-01,200.2960685645478,203.54025256795376,195.29498977717762,198.1652405841456,205.9900054931641,197.8500061035156,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
27,2023-11-02,200.2179779941267,203.37232052058053,197.59877723722988,200.58935897693848,219.1999969482422,211.4499969482422,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
28,2023-11-03,209.93632972911794,213.53141814565166,208.88215320118596,212.44109039464084,226.3699951171875,218.3999938964844,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
29,2023-11-06,218.95236379153621,222.47194320429395,219.21433433605148,222.7334668600288,226.32000732421875,215.0,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
30,2023-11-07,214.97806302248588,218.60719852525355,214.67700623953647,218.3248215355347,223.1199951171875,215.72000122070312,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
31,2023-11-08,217.6277269552298,221.2556168175704,216.3712973113753,220.11802560351262,224.1499938964844,217.63999938964844,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
32,2023-11-09,212.0433754938433,215.4618383636929,213.71737986440465,217.2659993482357,220.8000030517578,206.67999267578125,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
33,2023-11-10,208.57450134322352,212.0223514802286,209.93670272465474,213.43208630026515,215.3800048828125,205.69000244140625,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
34,2023-11-13,206.11868708551435,209.67717925770435,205.52508094957113,209.05982231617944,225.3999938964844,211.6100006103516,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
35,2023-11-14,215.90773492504846,219.55559653422912,214.940439858041,218.59841771829454,238.13999938964844,230.72000122070312,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
36,2023-11-15,231.42660248531237,235.78131140901985,227.92198540501485,232.0529318038908,246.6999969482422,236.4499969482422,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
37,2023-11-16,233.54951882870057,237.20703087208412,233.03933159877428,236.8383416913032,240.8800048828125,230.9600067138672,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
38,2023-11-17,230.22674771239036,234.00496116822484,228.08326883571848,231.99208103998328,237.38999938964844,226.5399932861328,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
39,2023-11-20,232.2138679842511,236.08126024761503,229.04999778463457,233.06549197945208,237.1000061035156,231.0200042724609,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
40,2023-11-21,229.38274754464655,233.66863413843913,227.6696653671971,231.7528821903211,243.6199951171875,233.33999633789065,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
41,2023-11-22,234.37544417074508,238.32561183196526,232.76397336515424,236.8828086488074,244.009994506836,231.3999938964844,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
42,2023-11-24,233.25617329685912,237.2287840950983,231.50879721114453,235.56880533073198,238.75,232.3300018310547,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
43,2023-11-27,230.68437589631293,234.43844550840006,229.48121113931643,233.58527827573099,238.3300018310547,232.1000061035156,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
44,2023-11-28,231.02449482756495,235.15634674422364,230.32320941712874,234.17785087196145,247.0,234.009994506836,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
45,2023-11-29,234.86502068712457,239.0058263765386,233.44813310107406,237.5360351828233,252.75,242.759994506836,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
46,2023-11-30,239.3133237025096,243.54676798534808,241.1270954027838,245.5490942969228,245.22000122070312,236.91000366210932,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
47,2023-12-01,234.3469864983492,238.13719963293556,235.91136511178857,239.83624759523366,240.19000244140625,231.8999938964844,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
48,2023-12-04,234.18641131751303,238.24584765233317,230.95649882526627,234.98122424495793,239.3699951171875,233.2899932861328,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
49,2023-12-05,228.95103793325484,233.0674019801409,226.9422558151075,231.03303395049775,246.66000366210932,233.6999969482422,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
50,2023-12-06,237.74841671218496,242.03694550761617,232.84165600934776,236.96867207631104,246.57000732421875,239.1699981689453,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
51,2023-12-07,238.26119925228315,242.52846442354402,238.68180251002755,242.97939543118196,244.0800018310547,236.97999572753903,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
52,2023-12-08,239.95838033690313,243.98357789968227,234.00062420800472,238.0619467080219,245.2700042724609,239.2700042724609,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
53,2023-12-11,237.5185438589422,241.9029565186508,235.8218301228742,240.12990429635764,243.44000244140625,237.4499969482422,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
54,2023-12-12,234.37734006409778,238.45669802928194,235.29646450406486,239.42329064498415,238.9900054931641,233.8699951171875,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
55,2023-12-13,231.9344489574567,236.08639740940177,228.87786576469117,232.88831697738513,240.3000030517578,228.1999969482422,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
56,2023-12-14,233.1338219277478,237.31351065492075,227.66083231896337,231.68451266854944,253.8800048828125,240.7899932861328,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
57,2023-12-15,242.50273666860483,246.82568726762347,238.4524243074859,242.6950997804249,254.1300048828125,248.3000030517578,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
58,2023-12-18,250.07032145912697,254.31687845237676,243.99780395856305,248.06468172517668,258.739990234375,251.3600006103516,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
59,2023-12-19,245.62263033308324,250.15259118385717,241.796945600565,246.15842073266614,258.3399963378906,253.009994506836,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
60,2023-12-20,251.93865329233205,256.0732421814296,244.49375552675414,248.71600298233068,259.8399963378906,247.0,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
61,2023-12-21,247.08789090327903,251.45973314331633,243.01157003313816,247.2486721151416,254.8000030517578,248.5500030517578,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
62,2023-12-22,246.05306557651613,250.13567515961967,242.59357413063148,246.67695521480854,258.2200012207031,251.3699951171875,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
63,2023-12-26,246.67278902857547,250.80678216587137,243.51926152543624,247.54699753188174,257.9700012207031,252.91000366210932,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
64,2023-12-27,248.4038528832156,252.3238698894221,244.5577469461854,248.75768288194595,263.3399963378906,257.5199890136719,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
65,2023-12-28,253.43432765360527,258.00697852597585,248.77552747778032,253.24320061668638,265.1300048828125,252.7100067138672,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
66,2023-12-29,249.27043514027105,253.6500654048047,249.75923193939283,254.1259736473368,255.19000244140625,247.42999267578125,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
67,2024-01-02,245.20685875272267,249.35164979442536,241.99111206082958,246.02318544069567,251.25,244.41000366210932,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
68,2024-01-03,239.28066230215887,243.18941520189549,239.8245339600222,243.7663535055955,245.67999267578125,236.32000732421875,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
69,2024-01-04,237.86583201334247,241.6235539652891,235.6978060956291,239.59481280082446,242.6999969482422,237.72999572753903,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
70,2024-01-05,233.31611195315992,237.36612700118422,232.32111644689158,236.3424343401571,240.1199951171875,234.8999938964844,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
71,2024-01-08,235.40436259725274,239.31651483565994,235.1814100357989,239.2121119620637,241.25,235.3000030517578,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
72,2024-01-09,235.62802983260914,239.49776807497673,237.8241215565785,241.9109051447656,238.9600067138672,232.0399932861328,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
73,2024-01-10,231.16389237375859,234.87843928208534,234.50209241631993,238.4327041376938,235.5,231.2899932861328,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
74,2024-01-11,234.40756113412283,238.4874501425984,235.77693414771542,239.87279426958466,230.92999267578125,225.3699951171875,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
75,2024-01-12,229.4386703760185,233.57299790032113,230.3753083416199,234.37775535460818,225.33999633789065,217.1499938964844,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
76,2024-01-16,220.46554926943057,224.19054702277913,222.4654501590811,226.31878064274588,223.4900054931641,212.17999267578125,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
77,2024-01-17,213.74734397302657,217.12359328698503,217.34975012431065,220.92761868196737,215.6699981689453,212.009994506836,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
78,2024-01-18,213.2645681007826,216.94039855479986,216.023712848357,219.71146156570885,217.4499969482422,208.7400054931641,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
79,2024-01-19,210.5632645620557,214.01143690491762,212.77046906370745,216.21353070815803,213.19000244140625,207.5599975585937,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
80,2024-01-22,210.13655003944015,213.5504268252193,211.56851604032775,215.0463911693466,217.8000030517578,206.2700042724609,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
81,2024-01-23,210.2073930937854,213.58764349568992,213.4500436445896,216.84867285807567,215.6499938964844,207.75,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
82,2024-01-24,208.02424780801132,211.33827875000992,210.06813446735035,213.4013066312916,212.72999572753903,206.7700042724609,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
83,2024-01-25,199.63117852485195,202.708287445157,205.49526539676046,208.74483359994255,193.0,180.05999755859375,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
84,2024-01-26,188.40454967626894,191.31868132396076,190.50155949219206,193.39407697145054,186.77999877929688,182.1000061035156,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
85,2024-01-29,189.2075689167325,192.08144946796858,189.52647528265126,192.41747692839644,191.47999572753903,183.6699981689453,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
86,2024-01-30,191.9601145742719,194.75447889859242,190.63896157248928,193.32935266946015,196.3600006103516,190.6100006103516,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
87,2024-01-31,194.84217480153805,197.801752336815,197.10325126136277,200.05476348323296,193.97000122070312,185.8500061035156,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
88,2024-02-01,188.43252193251413,191.31276000690357,192.15826192877452,195.0808886473901,189.8800048828125,184.27999877929688,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
89,2024-02-02,183.70102617122797,186.1995799085375,185.4391428133805,188.09633656126422,188.69000244140625,182.0,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
90,2024-02-05,185.7308317471759,188.5834119306596,188.2525610213203,191.04803950129357,184.67999267578125,175.00999450683594,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
91,2024-02-06,183.5255343809382,186.360564387453,185.60547312664312,188.39903545443735,186.4900054931641,177.11000061035156,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
92,2024-02-07,184.73094433819486,187.3014975689219,182.16902790660458,184.73194829103386,189.7899932861328,182.67999267578125,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
93,2024-02-08,187.36019670247944,190.13825602190775,187.39076868542065,190.21596100665045,191.6199951171875,185.5800018310547,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
94,2024-02-09,190.26455114198524,193.1083244137377,187.8347297347125,190.64580563817591,194.1199951171875,189.47999572753903,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
95,2024-02-12,189.46576212862126,192.48016880385006,191.09863340257138,194.12106999950598,194.72999572753903,187.27999877929688,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
96,2024-02-13,185.81809102166352,188.66512823177067,191.46863774801557,194.5040975696294,187.259994506836,182.1100006103516,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
97,2024-02-14,186.34636110733297,189.33850267494887,188.51562927282973,191.51770599384167,188.88999938964844,183.3500061035156,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
98,2024-02-15,191.2437848766849,194.33879630020414,189.92556043189396,192.8987128604014,200.8800048828125,188.8600006103516,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
99,2024-02-16,195.40891080475433,198.52650075977405,192.49333558347632,195.54365047957506,203.1699981689453,197.3999938964844,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
100,2024-02-20,192.25635092189887,195.19757504561417,193.45679228952403,196.46450149180643,198.6000061035156,189.1300048828125,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
101,2024-02-21,191.19783897329293,194.27916034712217,190.22588407184,193.20557265779567,199.44000244140625,191.9499969482422,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
102,2024-02-22,193.34374693822903,196.43527084441376,192.81716316176787,195.9037556795191,198.32000732421875,191.3600006103516,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
103,2024-02-23,192.9271201581986,195.87043931548394,191.6989675107533,194.68780719894997,197.57000732421875,191.5,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
104,2024-02-26,193.47827707334378,196.5604428104137,192.47702254939745,195.4118596447413,201.77999877929688,192.0,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
105,2024-02-27,199.9358090788163,203.296484203041,199.21840094634044,202.59247023108813,205.6000061035156,198.259994506836,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
106,2024-02-28,193.95526649599023,197.12785709171771,192.90838044486858,195.98379305380863,205.3000030517578,198.44000244140625,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
107,2024-02-29,194.99182149419815,197.93390375710445,193.7907056028897,196.78214342416916,205.27999877929688,198.4499969482422,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
108,2024-03-01,196.84868160676078,199.92854558322026,194.66755025598397,197.64450952248058,204.5200042724609,198.5,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
109,2024-03-04,192.5874035321434,195.59576885574967,195.6117709919918,198.6692689810894,199.75,186.72000122070312,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
110,2024-03-05,192.46584713737303,195.4884187078012,194.70313539530002,197.79112923735318,184.58999633789065,177.57000732421875,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
111,2024-03-06,193.07810385315958,195.829501450349,195.1961278923328,198.14482971528412,181.5800018310547,173.6999969482422,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
112,2024-03-07,189.2790527685769,192.28856565972893,193.08959444440504,196.14259630563902,180.0399932861328,173.6999969482422,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
113,2024-03-08,187.11847632254214,190.0253837202777,191.4719421110594,194.46316167275563,182.72999572753903,174.6999969482422,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
114,2024-03-11,189.17360062674538,192.0539627000177,193.16036723586663,196.1646880695832,182.8699951171875,174.8000030517578,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
115,2024-03-12,189.1583118247594,192.12535625832925,193.9442681464327,196.93382944342451,179.42999267578125,172.41000366210938,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
116,2024-03-13,185.91923825698768,188.83465338977618,192.85026701753466,195.87223594432643,176.0500030517578,169.14999389648438,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
117,2024-03-14,184.88214363983317,187.79600312442642,190.60323992242783,193.57443268365057,171.1699981689453,160.50999450683594,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
118,2024-03-15,182.9462534417191,185.78218846575714,189.09408151152363,191.99999297733868,165.17999267578125,160.75999450683594,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
119,2024-03-18,181.77920822345683,184.59394168726425,187.72673367498967,190.61973011352043,174.72000122070312,165.89999389648438,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
120,2024-03-19,182.13907865356384,184.83561031110654,189.4237348866275,192.32655506955487,172.82000732421875,167.4199981689453,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
121,2024-03-20,181.61998329449386,184.51499000586415,188.330448431632,191.2899781705753,176.25,170.82000732421875,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
122,2024-03-21,181.83118268226838,184.66166837492113,190.8739567907032,193.92370063731187,178.17999267578125,171.8000030517578,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
123,2024-03-22,183.9110017803199,186.85985163676776,190.7436653142341,193.78700489551545,171.1999969482422,166.3000030517578,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
124,2024-03-25,185.0528860606885,188.03374270521937,192.68255553673,195.72528162504628,175.24000549316406,168.72999572753906,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
125,2024-03-26,185.61789118795315,188.5391945486782,194.221364884546,197.22321108117657,184.25,177.3800048828125,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
126,2024-03-27,188.41568413506977,191.29403475695173,197.21780786691014,200.2585926787543,181.91000366210932,176.0,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
127,2024-03-28,188.17252196075938,191.12206856138,194.84380570344376,197.83589143404046,179.57000732421875,175.3000030517578,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
128,2024-04-01,187.24028325468055,190.32797672099713,192.61592223287246,195.69605294591486,176.75,170.2100067138672,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
129,2024-04-02,187.4353193686939,190.44059984075665,189.83417853289436,192.8168371301315,167.69000244140625,163.42999267578125,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
130,2024-04-03,186.604807265603,189.3153523801201,192.6604448109923,195.47959144987735,168.82000732421875,163.27999877929688,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
131,2024-04-04,185.24310655740575,188.07074326060794,191.773454197495,194.59825131339576,177.19000244140625,168.00999450683594,329.8128750599849,331.7414828113324,333.68873632449686,336.14330850257494,336.9053562629759,339.28607055932395
